,Reviewer1,Text,ID,src,Fabio,Mika,Disagreement
121,1,"I've just added a new namespace, and tried to helm install stuff there, and got the error Error: release jenkins-stg failed: User system:serviceaccount:kube-system:default cannot get namespaces in the namespace jenkins. (get namespaces jenkins). I've looked through the RBAC docs, but don't see anything about needing to add perms to the default role for new namespaces. Has anyone run into this before?",122,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1565,1,"Ting, are you continuing to work on this bug? It seems you have found some potential performance improvements. Would you be able to make the changes?",1566,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
611,1,it will only prevent new ones from being scheduled,612,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
824,1,I've tried the following in different combinations. No luck.,825,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1941,1,we handle building it for you and sending notifications,1942,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
418,1,"@roffe, woow! that sounds amazing, good job there! I definitely will take a look at this! As you said it is out of scope, So in a nutshell what I understood is :",419,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
252,1,Grant Ingersoll reassigned SOLR-330:,222,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
1350,1,Only to expose my kubernetes network to external world,1351,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
303,1,> URL: https://issues.apache.org/jira/browse/SOLR-1591,304,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1433,1,**Necko Testing : begin : Get Appcores service,1434,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,0.0,True
258,1,"Type in the ""Get Quote:"" field a stock name, e.g. CSCO and press go",259,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1978,1,"maybe try a different username or email, not sure why error msg is so useless",1979,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
479,0,https://travis-ci.org/mozilla-b2g/gaia/builds/29854014,480,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1302,0,users:,1303,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,0.0,True
1055,1,Walter Underwood commented on SOLR-161:,1056,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
248,1,"this init my script in PID 1, but it doesn't work.",249,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1397,1,@high_on_bananas I'm currently going through https://github.com/cytechmobile/Kubernetes-HA-BareMetal - possible it is what you're looking for.,1398,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
28,0,at Server.EventEmitter.emit (events.js:92:17),29,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
447,1,"yeah, sorry that I don't have an actual link to walk you through. But part of the reason for using kubeadm is it makes a large part of the process easy",448,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1425,1,Using the following spec you? awsElasticBlockStore: volumeID: XXXX fsType: ext4,1426,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
686,1,Yippee!,687,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1199,1,"grampelberg, oh, no I was trying to create one",1200,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1421,1,The kubenet plugin ran out of IPs on one of my nodes. It seems IPs are not being GCed when there's a restart or a container dies. Does anyone else have this problem?,1422,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
557,1,"The call's probably not too horrible, but its need to spill ecx and edx for the first two arguments is probably the killer, combined with likely-dumb codegen that starts with the usual function prologue.",558,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1764,0,[junit] Running org.apache.solr.spelling.FileBasedSpellCheckerTest,1765,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1916,0,> SOLR-424,1917,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
473,0,#8   0x028391d4 in nsCSSFrameConstructor::InitAndRestoreFrame(nsIPresContext *),474,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
664,1,This now WORKSFORME on all feeds that were previously busted for me.,665,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
727,0,-----------------------------------------------------------------,728,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
113,1,verified fixed using the testcases and Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9pre) Gecko/2008041217 Minefield/3.0pre ID:2008041217 +  Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9pre) Gecko/2008041304 Minefield/3.0pre no crash on testcases.,114,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1509,1,Ryan McKinley commented on SOLR-867:,1510,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
885,0,>   QParser implementations.,886,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1535,1,It returns an internal ip and external ip,1536,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
414,1,oh,415,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
585,1,This looks good to me!,586,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1720,1,I've always done it one SDK version at a time using the blog instructions (e.g. https://blog.expo.io/expo-sdk-v18-0-0-is-now-available-38e62305283). That way I can test after each upgrade and attribute any regressions to a particular SDK version upgrade.,1721,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
654,1,Are you using kubectl create to apply your YAML file?,655,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1560,1,probably better-performing) to issue the queries during analysis.,1561,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1002,0,kubectl create -f cron-job.yaml,1003,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
454,1,"I understand the approach you're suggesting now, and am willing to go that route. The patch you proposed almost does it, but misses a few other areas where canonicalization is necessary.",455,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1372,0,>   <property name=\version\ value=\1.3\/>,1373,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1973,1,> geohash and lat/lon fields.,1974,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1912,0,#21  0x019cf490 in _internalDoAction (),1913,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1487,1,I need a constant pool of say 10 containers at a time. - why don't you use deployment?,1488,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
589,1,@U7FCJNU58 are you trying to update a deployment? you can't update labels after the first creation,590,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
86,1,If you think it was sent incorrectly contact one of the administrators: http://issues.apache.org/jira/secure/Administrators.jspa,87,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1608,1,knowledge on distributed components and the solr codebase in general.,1609,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
516,0,0:000> |* ~* kp,517,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1600,1,"hmmm ok, if this the only resource you can not get or you can not get any",1601,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1289,0,WebGL Render 	Google Inc. -- ANGLE (AMD Radeon HD 5700 Series Direct3D9 vs_3_0 ps_3_0),1290,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
836,0,>baseDir=\/Volumes/Techmore/ts/aaa/schema/data\,837,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
357,0,> > A [junit] Running org.apache.solr.OutputWriterTest,358,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
994,1,which makes everything comes to my nginx only asking for /,995,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
197,1,Noble Paul updated SOLR-1164:,164,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1879,1,"@brent Got it, thanks! I'm curious, was there any performance reason not to include it by default?",1880,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
564,0,02:04:19 INFO - Crash address: 0x0,565,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1371,0,--pod-manifest-path=/etc/kubernetes/manifests \\\,1372,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1873,1,Hello everyone! I would like to connect SQLite when i'm on Expo Client on Android - development mode?,1874,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
208,1,I decided to write this post after struggling to find documentation on how to write a Kubernetes operator that went through the code with...,209,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
812,1,trusted. Ot: we can make an exception such as:,813,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
240,1,"I do not believe that this is a duplicate of bug 594500. This bug refers to touchpad scrolling, and that one refers to the mouse wheel. The circumstances also appear different, because it seems that the symptoms of the mouse wheel can be resolved at least partially without closing all pdf tabs in the window. The touchpad will not work outside of pdfs until all pdfs are closed.",241,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
425,1,kinda,426,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1786,1,Actual Results: The banner takes the entire width of the screen (The banner also does not time out and disappear / reappear so this MIGHT be considered different functionality and not a true regression - or this might simply be the introduced behavior (time-out function) that broke the width in conjunction with its implementation.,1787,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1406,0,kubectl get svc,1407,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1648,1,https://developer.mozilla.org/En/How_to_get_a_stacktrace_for_a_bug_report#How_to_get_a_crash_ID_with_the_Mozilla_Crash_Reporter,1649,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1108,1,"Yes, I could mount the docker socket. That's super overkill",1109,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1272,1,test prog:,1273,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,0.0,True
110,1,In your kube-apiserver have you setup client-ca-file?,111,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1074,1,bq. The effect is that with a low value for spellcheck.count you might miss good hits. In other word,1075,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1825,0,Gaia: b34e726147f8e671ad8c538b50900ccfbffcb084,1826,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
263,0,/solr/admin/stats.js,264,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
548,0,Please refer to http://wiki.apache.org/solr/SolrReplication for details,549,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
34,1,After thinking over your comment,35,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1172,1,don't know. if nodes are deleted you should see pods pending. looks more like a bug... or maybe api not talking to etcd and so unable to respond in time.... really no idea,1173,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1768,1,> 'ant clean example' is no problem:,1769,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
445,0,http://localhost:8983/solr/update/delete?q=foo:1234   (or /update?delete=foo:1234),446,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1182,1,> was taken care of.,1183,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
945,0,: +	<link rel=\icon\ href=\/favicon.ico\ type=\image/ico\></link>,946,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
591,1,Thanks for an otherwise great product.,592,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
589,0,"In devtools/shared/css-properties-db.js, should "":placeholder"" really be sorted in with the moz-prefixed things?  I'd guess not.",590,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1611,1,parser model?,1612,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1937,1,same revision. (so a better chance of a resolution),1938,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
146,1,Total time: 32 minutes 6 seconds,92,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,0.0,True
1751,1,One of dozens reloads left grey cell (Menu) is badly positioned (not on top)!,1752,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1468,1,nodeport won't be 80 though,1469,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
437,1,"under cluster, do you have certificate-authority?",438,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1787,0,1   libnspr4.dylib           	0x00fdd7df PR_Poll + 134,1788,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1057,1,then kubectl delete configmap example-redis-config,1058,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,1.0,True
795,0,> -  top=false;,796,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
107,1,"Yeah not hard, just not super dynamic. I think I can do some bash foo to automate most of it though",108,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1552,1,> represent the state of the cores of a given set of servers which,1553,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
29,1,not so hard though,30,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
232,0,[ https://issues.apache.org/jira/browse/SOLR-192?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#action_12523042 ],233,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
889,1,hooray for minimal containers.,890,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1065,1,I've switched Flare to use the Luke request handler simply to,1066,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1630,1,Production-Grade Container Orchestration,1631,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
751,0,22h 4m 2 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 16,752,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,0.0,True
358,1,> We also are not storing the OCRed text.  Since the total size of the index,359,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
584,1,i need some help of someone using k8s on google cloud,585,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1934,1,guys can u suggest some link to lean react native codes connect database ?,1935,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
982,1,I'm not entirely happy with the API yet.  The idealistic part of me (http://commandcenter.blogspot.com/2012/04/byte-order-fallacy.html) would like people to just use the Read/Write functions:,983,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
350,1,+ Added error handling for incorrect keystore/truststore password in,351,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1605,1,What's the MCC & MNC on that SIM card when it's roaming?,1606,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1214,0,"#51 0x00007f1212dcb03e in js::RunScript (cx=0x7f120400ac00, script=0x7f1200e54a00, fp=0x7f1204ffe050)",1215,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1846,1,> Allow Solr to load index from arbitrary directory in dataDir and Commit point,1847,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1118,1,"Another problem, however, is external links. An external link (passed by another application) is NOT relative to the current tab, but will be opened next to the current tab. I would prefer that external links be opened to the far right. This especially makes sense if the logic is that new blank tabs should be opened on the far right.",1119,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1948,1,"BTW, I didn't expect to get nine reviews of eight patches (including one quite large one) from seven people in less than 24 hours.  In fact, I didn't expect I would be able to land this before Thanksgiving.",1949,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
317,0,: +  out.println(\  <threadDump>\);,318,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1344,1,"hey guys, is there a way to rebalance pods across nodes except deleting the deployments?",1345,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1441,0,<http://hudson.zones.apache.org/hudson/job/Solr-trunk/1078/changes>,1442,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
